#	Program:featureCounts	v2.1.1	Command:"featureCounts"	"-a"	"ref.gtf"	"-o"	"count.txt"	"-t"	"gene"	"-g"	"gene_id"	"-s"	"1"	"SRR10379721_1_trimmed_mapped.bam"	"SRR10379722_1_trimmed_mapped.bam"	"SRR10379723_1_trimmed_mapped.bam"	"SRR10379724_1_trimmed_mapped.bam"	"SRR10379725_1_trimmed_mapped.bam"	"SRR10379726_1_trimmed_mapped.bam"
Geneid	Chr	Start	End	Strand	Length	SRR10379721_1_trimmed_mapped.bam	SRR10379722_1_trimmed_mapped.bam	SRR10379723_1_trimmed_mapped.bam	SRR10379724_1_trimmed_mapped.bam	SRR10379725_1_trimmed_mapped.bam	SRR10379726_1_trimmed_mapped.bam
SAOUHSC_01101	NC_007795.1	1062304	1062399	-	96	26	8	17	12	6	0
SAOUHSC_01102	NC_007795.1	1062565	1064346	+	1782	4891	4627	3190	6844	8580	1662
SAOUHSC_01103	NC_007795.1	1064670	1065284	+	615	8290	8490	5834	12760	12359	1376
SAOUHSC_01104	NC_007795.1	1065336	1067102	+	1767	52091	52413	37311	49910	57037	20087
SAOUHSC_01105	NC_007795.1	1067102	1067917	+	816	38634	36062	27134	30232	27497	5641
SAOUHSC_01106	NC_007795.1	1068153	1068953	+	801	4042	3694	2352	6411	7930	1500
SAOUHSC_01107	NC_007795.1	1068965	1069552	+	588	3036	2589	1813	4317	4858	524
SAOUHSC_01108	NC_007795.1	1069545	1070048	+	504	3443	3178	1947	4645	5716	286
SAOUHSC_01109	NC_007795.1	1070176	1070343	+	168	0	0	2	4	2	0
SAOUHSC_01110	NC_007795.1	1070537	1070866	+	330	14981	9870	7894	21226	8985	247
SAOUHSC_01111	NC_007795.1	1071183	1071275	-	93	1	0	3	2	1	0
SAOUHSC_01112	NC_007795.1	1071235	1071636	-	402	791	472	459	586	440	14
SAOUHSC_01113	NC_007795.1	1072308	1072814	+	507	1119	694	1165	523	536	40
SAOUHSC_01114	NC_007795.1	1073073	1073570	+	498	7270	5147	4285	9158	4834	462
SAOUHSC_01115	NC_007795.1	1073724	1074074	+	351	4946	3190	3027	5891	3376	142
SAOUHSC_01118	NC_007795.1	1074500	1074745	+	246	344	223	199	119	108	45
SAOUHSC_01119	NC_007795.1	1074896	1075081	-	186	778	443	619	1074	853	57
SAOUHSC_A01081	NC_007795.1	1075291	1075509	-	219	44	34	99	285	375	65
SAOUHSC_01120	NC_007795.1	1075703	1075936	-	234	969	751	707	1808	1757	116
SAOUHSC_01121	NC_007795.1	1076413	1077372	-	960	582099	377573	420310	33085	30564	2871
SAOUHSC_01122	NC_007795.1	1078045	1078191	+	147	5	5	5	1	0	0
SAOUHSC_01123	NC_007795.1	1078148	1078372	+	225	2138	1479	1840	637	333	8
SAOUHSC_01124	NC_007795.1	1078816	1079532	-	717	761	467	673	237	325	29
SAOUHSC_01125	NC_007795.1	1079640	1080365	-	726	470	290	348	168	214	18
SAOUHSC_01127	NC_007795.1	1080460	1081185	-	726	475	354	370	246	333	27
SAOUHSC_01128	NC_007795.1	1081623	1082624	+	1002	679	608	509	338	373	74
SAOUHSC_01129	NC_007795.1	1082647	1083579	+	933	1913	1400	1433	529	736	166
SAOUHSC_01130	NC_007795.1	1083817	1085307	+	1491	3485	2924	2803	2553	3879	1398
SAOUHSC_01131	NC_007795.1	1085615	1085842	+	228	844	630	703	1327	1172	40
SAOUHSC_01133	NC_007795.1	1086147	1087094	-	948	316	203	302	456	665	107
SAOUHSC_01134	NC_007795.1	1087343	1087531	+	189	119	65	61	203	234	9
SAOUHSC_T0006	NC_007795.1	1088006	1088079	-	74	254	337	108	482	370	93
SAOUHSC_01135	NC_007795.1	1088443	1088577	+	135	34824	12986	28601	1286	1058	150
SAOUHSC_01136	NC_007795.1	1088634	1088768	+	135	56939	24863	44750	2273	869	717
SAOUHSC_01137	NC_007795.1	1088892	1089587	+	696	2608	1440	2342	999	1392	161
SAOUHSC_01138	NC_007795.1	1089696	1090136	-	441	4564	3420	3068	4235	5841	320
SAOUHSC_01139	NC_007795.1	1090331	1090558	+	228	3879	2618	3541	1593	1995	72
SAOUHSC_01141	NC_007795.1	1090750	1091952	+	1203	23392	16583	21567	7050	6438	833
SAOUHSC_01142	NC_007795.1	1092096	1092527	+	432	10172	9053	5777	34325	24011	3578
SAOUHSC_01143	NC_007795.1	1092564	1093478	+	915	11497	10152	6690	41409	39330	13631
SAOUHSC_01144	NC_007795.1	1093492	1093893	+	402	4788	3265	2903	7427	9427	969
SAOUHSC_01145	NC_007795.1	1093874	1096108	+	2235	15152	11898	9973	19301	15908	4245
SAOUHSC_01146	NC_007795.1	1096400	1097365	+	966	1469	1312	1030	2297	1506	450
SAOUHSC_01147	NC_007795.1	1097367	1098716	+	1350	4026	3479	2654	5939	5523	937
SAOUHSC_01148	NC_007795.1	1098732	1100051	+	1320	6801	6199	5127	10226	12916	1854
SAOUHSC_01149	NC_007795.1	1100157	1101569	+	1413	23248	23082	16233	53157	68879	5731
SAOUHSC_01150	NC_007795.1	1101602	1102774	+	1173	42907	38278	28528	89348	102738	44095
SAOUHSC_01152	NC_007795.1	1103160	1103825	+	666	2197	1968	1507	2885	4151	348
SAOUHSC_01153	NC_007795.1	1103849	1104517	+	669	16002	14463	12942	17775	20011	1383
SAOUHSC_01154	NC_007795.1	1104514	1105077	+	564	23194	21939	18080	21452	20778	5992
SAOUHSC_01155	NC_007795.1	1105089	1105379	+	291	7030	5128	6693	6457	4992	519
SAOUHSC_01156	NC_007795.1	1105462	1106268	+	807	7399	6414	6114	5509	7487	267
SAOUHSC_01158	NC_007795.1	1106292	1106909	+	618	28628	21678	23567	20507	26933	5286
SAOUHSC_01159	NC_007795.1	1107130	1109883	+	2754	5048	3788	3014	7738	11323	3068
SAOUHSC_01160	NC_007795.1	1110173	1110970	+	798	1372	1090	803	1904	2417	176
SAOUHSC_01162	NC_007795.1	1111794	1112285	+	492	1389	1291	1471	1297	1866	166
SAOUHSC_01163	NC_007795.1	1112285	1113202	+	918	9082	7824	8147	6143	7433	1474
SAOUHSC_01164	NC_007795.1	1113602	1114129	+	528	2009	1203	1132	1701	1249	120
SAOUHSC_01165	NC_007795.1	1114347	1115654	+	1308	1367	881	960	7206	2495	126
SAOUHSC_01166	NC_007795.1	1115682	1116563	+	882	1191	803	830	12077	5137	645
SAOUHSC_01168	NC_007795.1	1116581	1117855	+	1275	2115	1608	1554	17805	7018	1202
SAOUHSC_01169	NC_007795.1	1117857	1118957	+	1101	1901	1341	1310	13693	4285	315
SAOUHSC_01170	NC_007795.1	1118950	1122123	+	3174	7192	4715	5805	35392	17100	4097
SAOUHSC_01171	NC_007795.1	1122233	1122925	+	693	1775	1247	1486	5120	3192	317
SAOUHSC_01172	NC_007795.1	1122925	1123536	+	612	1842	1121	1560	4141	2163	284
SAOUHSC_01173	NC_007795.1	1123566	1123778	+	213	2061	1363	1582	2522	3044	159
SAOUHSC_01174	NC_007795.1	1124215	1124616	+	402	3141	2418	2235	2670	2417	640
SAOUHSC_01175	NC_007795.1	1124879	1126576	-	1698	9910	8600	6374	7070	5893	492
SAOUHSC_01176	NC_007795.1	1126851	1127474	+	624	6091	5470	4996	19181	24543	1939
SAOUHSC_01177	NC_007795.1	1127474	1127692	+	219	2475	2289	1987	5712	7061	747
SAOUHSC_01178	NC_007795.1	1127908	1129107	+	1200	2918	2418	1912	2963	3409	527
SAOUHSC_01179	NC_007795.1	1129107	1131515	+	2409	7193	5481	5183	6083	6715	1811
SAOUHSC_01180	NC_007795.1	1132021	1132974	+	954	971	732	762	450	453	22
SAOUHSC_01181	NC_007795.1	1133137	1133415	-	279	5900	6347	3332	13090	15607	2046
SAOUHSC_01182	NC_007795.1	1133639	1134127	+	489	2308	1916	1991	1697	2402	152
SAOUHSC_01183	NC_007795.1	1134120	1135055	+	936	6612	5687	5789	4303	6444	1203
SAOUHSC_01184	NC_007795.1	1135052	1136359	+	1308	8588	6412	7145	5696	7874	1129
SAOUHSC_01185	NC_007795.1	1136362	1137456	+	1095	8854	7182	7671	6644	9309	1629
SAOUHSC_01186	NC_007795.1	1137463	1138206	+	744	4605	3997	4334	3624	5781	1792
SAOUHSC_01187	NC_007795.1	1138203	1140197	+	1995	29158	19607	26318	11478	14366	2640
SAOUHSC_01188	NC_007795.1	1140425	1141300	+	876	2730	2213	2073	3085	3481	374
SAOUHSC_01189	NC_007795.1	1141301	1141945	+	645	2666	2086	2055	2491	2264	221
SAOUHSC_01190	NC_007795.1	1141952	1142593	+	642	3663	2675	2938	2786	3089	499
SAOUHSC_01191	NC_007795.1	1142974	1143162	-	189	81648	77556	43636	132767	107305	33128
SAOUHSC_01192	NC_007795.1	1143605	1143979	+	375	5337	4556	3932	3272	3839	489
SAOUHSC_01193	NC_007795.1	1143994	1145640	+	1647	21970	16336	15065	13807	12625	2297
SAOUHSC_01194	NC_007795.1	1145830	1147890	+	2061	4701	4049	2534	7326	7038	808
SAOUHSC_01196	NC_007795.1	1148093	1148665	+	573	3027	2768	1880	10178	10277	1109
SAOUHSC_01197	NC_007795.1	1148670	1149656	+	987	5093	5433	3370	18963	19628	6626
SAOUHSC_01198	NC_007795.1	1149649	1150575	+	927	5516	5689	3705	20825	18828	3892
SAOUHSC_01199	NC_007795.1	1150568	1151302	+	735	5886	5919	3803	22206	21053	5660
SAOUHSC_01200	NC_007795.1	1151425	1151523	-	99	10	2	2	16	12	0
SAOUHSC_01201	NC_007795.1	1151545	1151778	+	234	6366	5139	3520	28977	20541	2420
SAOUHSC_01203	NC_007795.1	1151894	1152625	+	732	662	567	505	1355	1618	319
SAOUHSC_01204	NC_007795.1	1152772	1156338	+	3567	4792	3947	3410	5568	6436	709
SAOUHSC_01205	NC_007795.1	1156338	1157588	+	1251	2649	2167	2129	2688	3418	831
SAOUHSC_01206	NC_007795.1	1157575	1157907	+	333	830	624	762	937	1997	93
SAOUHSC_01207	NC_007795.1	1157933	1159300	+	1368	11428	9309	8204	12048	14703	2223
SAOUHSC_01208	NC_007795.1	1159735	1160010	+	276	15090	9657	9234	4344	5026	1146
SAOUHSC_01209	NC_007795.1	1160198	1160701	+	504	2361	1684	1922	602	728	77
SAOUHSC_01210	NC_007795.1	1160701	1161438	+	738	5831	4345	4708	1289	1449	414
SAOUHSC_01211	NC_007795.1	1161541	1161891	+	351	119920	100137	88729	54049	17802	4317
SAOUHSC_01213	NC_007795.1	1162135	1164741	-	2607	3194	2459	2311	3209	3970	315
SAOUHSC_01214	NC_007795.1	1165142	1166026	+	885	2032	1689	1439	2137	2973	393
SAOUHSC_01215	NC_007795.1	1166010	1166777	+	768	2966	2261	2380	2357	3388	909
SAOUHSC_01216	NC_007795.1	1166886	1168052	+	1167	34809	37987	24926	29033	36367	20304
SAOUHSC_01218	NC_007795.1	1168074	1168982	+	909	44867	44573	31180	29118	32922	18007
SAOUHSC_01219	NC_007795.1	1169209	1170327	+	1119	1447	1045	1165	342	288	34
SAOUHSC_01220	NC_007795.1	1170355	1171599	+	1245	1342	824	1158	370	366	23
SAOUHSC_01221	NC_007795.1	1171904	1172644	+	741	142	101	132	121	137	19
SAOUHSC_01222	NC_007795.1	1172818	1174893	+	2076	18635	17020	15869	21534	33637	9500
SAOUHSC_01223	NC_007795.1	1175049	1176356	+	1308	19257	15592	16560	15311	25951	8927
SAOUHSC_01224	NC_007795.1	1176773	1177669	+	897	3459	3603	2117	6887	8786	1610
SAOUHSC_01225	NC_007795.1	1177666	1178211	+	546	3984	4473	2525	6505	8095	3271
SAOUHSC_01226	NC_007795.1	1178277	1179680	+	1404	10885	11451	7154	18227	22000	4096
SAOUHSC_01228	NC_007795.1	1179705	1180478	+	774	6685	6109	4203	13373	16700	1962
SAOUHSC_01230	NC_007795.1	1180529	1180621	+	93	40	37	23	59	48	14
SAOUHSC_01233	NC_007795.1	1181622	1181735	+	114	17470	12159	16310	2723	2411	229
SAOUHSC_01234	NC_007795.1	1181770	1182651	+	882	144178	119098	115920	35085	28676	5796
SAOUHSC_01235	NC_007795.1	1182788	1183510	+	723	3571	2676	2382	2283	2315	726
SAOUHSC_01236	NC_007795.1	1183529	1184083	+	555	7251	5182	5345	4058	4022	706
SAOUHSC_01237	NC_007795.1	1184456	1185226	+	771	1686	1586	1422	2459	2942	250
SAOUHSC_01238	NC_007795.1	1185233	1186015	+	783	2181	1781	1697	2062	1914	362
SAOUHSC_01239	NC_007795.1	1186354	1187538	+	1185	5780	4244	4052	6457	8335	1238
SAOUHSC_01240	NC_007795.1	1187558	1189261	+	1704	14809	11209	10327	17581	19430	4380
SAOUHSC_01241	NC_007795.1	1189525	1193835	+	4311	37393	26562	28338	18425	18206	4247
SAOUHSC_01242	NC_007795.1	1194125	1194592	+	468	6722	5611	5058	2649	2919	430
SAOUHSC_01243	NC_007795.1	1194613	1195788	+	1176	16001	13570	11460	6831	4256	1351
SAOUHSC_01244	NC_007795.1	1195809	1196093	+	285	3318	2515	2678	1557	1439	362
SAOUHSC_01245	NC_007795.1	1196090	1196407	+	318	3719	3009	2907	1781	1855	380
SAOUHSC_01246	NC_007795.1	1196412	1198529	+	2118	51329	40283	37185	29668	24918	5614
SAOUHSC_01247	NC_007795.1	1198915	1199265	+	351	8611	6939	6377	5187	6354	1321
SAOUHSC_01248	NC_007795.1	1199434	1200351	+	918	1682	1630	1201	2842	3640	982
SAOUHSC_01249	NC_007795.1	1200366	1201337	+	972	5194	4335	3114	6832	7014	914
SAOUHSC_01250	NC_007795.1	1201452	1201721	+	270	102796	66992	78281	38985	36881	3370
SAOUHSC_01251	NC_007795.1	1202091	1204187	+	2097	33860	30482	26373	33381	37142	11199
SAOUHSC_01252	NC_007795.1	1204525	1206096	+	1572	35626	25195	24471	26376	27618	6409
SAOUHSC_01253	NC_007795.1	1206478	1208721	+	2244	11859	9366	7266	14955	14233	3736
SAOUHSC_01254	NC_007795.1	1208726	1209439	+	714	1653	1532	1043	2994	2601	927
SAOUHSC_01255	NC_007795.1	1209470	1210735	+	1266	1143	826	852	615	629	63
SAOUHSC_01256	NC_007795.1	1210735	1212021	+	1287	2407	1858	1761	1394	1704	341
SAOUHSC_01257	NC_007795.1	1212021	1212725	+	705	2047	1658	1420	1222	1232	599
SAOUHSC_01258	NC_007795.1	1212830	1213657	+	828	5477	4274	4300	5311	7611	1315
SAOUHSC_01259	NC_007795.1	1213676	1214068	+	393	3465	2502	2551	3099	3625	1827
SAOUHSC_01260	NC_007795.1	1214102	1214680	+	579	4841	3230	3597	3921	5343	472
SAOUHSC_01261	NC_007795.1	1214907	1216058	+	1152	2443	1921	1747	3367	3526	330
SAOUHSC_01262	NC_007795.1	1216223	1217266	+	1044	71264	52247	53493	47054	38099	10921
SAOUHSC_01263	NC_007795.1	1217620	1219179	+	1560	121363	113818	105465	68260	67238	12530
SAOUHSC_01264	NC_007795.1	1219476	1219691	-	216	1520	1243	561	1406	972	32
SAOUHSC_01265	NC_007795.1	1219865	1220662	+	798	2229	2053	1522	5530	6070	1234
SAOUHSC_01266	NC_007795.1	1220802	1222562	+	1761	8108	7594	6066	8913	12668	2450
SAOUHSC_01267	NC_007795.1	1222563	1223429	+	867	5509	4658	4223	5909	8009	2161
SAOUHSC_01268	NC_007795.1	1223523	1223816	+	294	202	185	130	580	780	46
SAOUHSC_01269	NC_007795.1	1223950	1225494	+	1545	9249	6651	8187	10062	11553	1198
SAOUHSC_01270	NC_007795.1	1225495	1225860	+	366	4250	3180	3973	3386	5786	602
SAOUHSC_01271	NC_007795.1	1225887	1226378	+	492	4991	3538	4187	3566	3381	758
SAOUHSC_01272	NC_007795.1	1226777	1229299	+	2523	4182	3041	2871	5007	6458	927
SAOUHSC_01273	NC_007795.1	1229312	1231321	+	2010	4384	2885	3207	4569	6027	960
SAOUHSC_01274	NC_007795.1	1231327	1231869	+	543	1487	965	1336	1343	2155	222
SAOUHSC_01275	NC_007795.1	1232334	1233152	+	819	4523	3847	2549	28308	19796	11289
SAOUHSC_01276	NC_007795.1	1233281	1234777	+	1497	4114	4398	2829	12895	12207	3650
SAOUHSC_01278	NC_007795.1	1234935	1236608	+	1674	2326	2523	1933	63056	12955	7754
SAOUHSC_01279	NC_007795.1	1236758	1237672	+	915	405	323	235	1668	1965	217
SAOUHSC_01280	NC_007795.1	1237690	1238625	+	936	1902	1673	1309	2522	2196	277
SAOUHSC_01281	NC_007795.1	1238640	1238873	+	234	1266	1099	777	1330	657	108
SAOUHSC_01282	NC_007795.1	1239095	1239571	-	477	1821	1587	885	3285	3972	965
SAOUHSC_01283	NC_007795.1	1239683	1240921	+	1239	2335	2094	1898	1866	2077	371
SAOUHSC_01284	NC_007795.1	1240940	1242178	+	1239	4341	3491	3252	2455	3038	351
SAOUHSC_01285	NC_007795.1	1242421	1242789	+	369	2640	2592	1764	9089	8036	669
SAOUHSC_01287	NC_007795.1	1242808	1244148	+	1341	15862	13690	11261	48083	41437	6407
SAOUHSC_01288	NC_007795.1	1244641	1244838	+	198	79	72	58	112	66	16
SAOUHSC_01289	NC_007795.1	1245527	1245751	+	225	12	2	4	10	19	1
SAOUHSC_01290	NC_007795.1	1246045	1246251	+	207	59	36	60	107	101	4
SAOUHSC_01291	NC_007795.1	1246952	1247062	+	111	15	9	11	26	69	7
SAOUHSC_01292	NC_007795.1	1247490	1247675	+	186	80	66	64	55	80	2
SAOUHSC_01293	NC_007795.1	1248187	1248291	+	105	5	4	1	8	2	0
SAOUHSC_01294	NC_007795.1	1248246	1248419	+	174	14	4	12	9	10	1
SAOUHSC_01295	NC_007795.1	1248420	1248671	+	252	114	64	100	182	263	8
SAOUHSC_01296	NC_007795.1	1248717	1249301	+	585	24	31	28	79	84	21
SAOUHSC_01297	NC_007795.1	1249422	1249670	+	249	9	4	4	78	163	8
SAOUHSC_01298	NC_007795.1	1249705	1249827	+	123	2	1	2	0	1	0
SAOUHSC_01299	NC_007795.1	1249800	1249901	+	102	9	4	3	3	2	0
SAOUHSC_01300	NC_007795.1	1249947	1250213	+	267	19	5	14	17	11	0
SAOUHSC_01301	NC_007795.1	1250210	1250347	+	138	63	42	106	284	435	16
SAOUHSC_01303	NC_007795.1	1250604	1251065	+	462	91	55	73	422	573	146
SAOUHSC_01304	NC_007795.1	1251076	1251270	+	195	355	176	219	646	316	24
SAOUHSC_01305	NC_007795.1	1251320	1251661	+	342	71	42	112	295	405	37
SAOUHSC_01306	NC_007795.1	1251668	1251859	+	192	6	7	11	68	82	10
SAOUHSC_01307	NC_007795.1	1252408	1253433	-	1026	1506	1073	1070	947	862	243
SAOUHSC_1307a	NC_007795.1	1253703	1253900	+	198	47	32	45	235	451	47
SAOUHSC_01310	NC_007795.1	1253958	1255439	+	1482	1643	1162	938	5030	6812	1104
SAOUHSC_01311	NC_007795.1	1255614	1256522	+	909	78	48	66	86	166	9
SAOUHSC_01312	NC_007795.1	1256491	1257222	+	732	86	40	98	88	232	3
SAOUHSC_01313	NC_007795.1	1257226	1258317	+	1092	1026	639	990	704	1161	69
SAOUHSC_01314	NC_007795.1	1258314	1258916	+	603	1848	1106	1561	910	1357	71
SAOUHSC_01315	NC_007795.1	1259029	1259217	-	189	24	18	41	74	124	15
SAOUHSC_01316	NC_007795.1	1259356	1259889	+	534	878	569	699	441	594	78
SAOUHSC_01317	NC_007795.1	1260032	1260886	-	855	3841	2982	2368	5121	5968	315
SAOUHSC_01318	NC_007795.1	1261217	1261792	+	576	2268	1419	1356	2352	2546	125
SAOUHSC_01319	NC_007795.1	1261846	1263228	-	1383	3433	2504	3186	13635	16319	1853
SAOUHSC_01320	NC_007795.1	1263419	1264699	+	1281	14539	12563	13151	46029	86853	12660
SAOUHSC_01321	NC_007795.1	1264705	1265766	+	1062	16898	12150	15066	41066	52656	6004
SAOUHSC_01322	NC_007795.1	1265768	1266682	+	915	11091	8627	8651	33272	43448	3173
SAOUHSC_01323	NC_007795.1	1266740	1267543	+	804	12233	8456	8821	29855	33109	3562
SAOUHSC_01324	NC_007795.1	1267836	1268150	-	315	1396	1260	989	2503	2452	158
SAOUHSC_01325	NC_007795.1	1268125	1268229	-	105	1	0	4	0	8	0
SAOUHSC_01326	NC_007795.1	1268368	1269822	-	1455	6262	5272	4814	24228	33792	5353
SAOUHSC_01327	NC_007795.1	1270122	1271543	+	1422	29280	25959	17127	75871	92774	23841
SAOUHSC_01328	NC_007795.1	1271634	1271783	+	150	25280	21362	15566	18777	30655	3407
SAOUHSC_01329	NC_007795.1	1272237	1272506	+	270	10108	5889	5847	891	1075	42
SAOUHSC_01330	NC_007795.1	1272663	1273640	+	978	2778	2479	2227	833	540	105
SAOUHSC_01331	NC_007795.1	1273637	1273741	-	105	8	4	3	7	11	2
SAOUHSC_01332	NC_007795.1	1273815	1274678	+	864	4010	3441	3302	2565	2935	252
SAOUHSC_01333	NC_007795.1	1275058	1275681	-	624	35370	27247	27832	29099	29996	4743
SAOUHSC_01334	NC_007795.1	1275824	1276057	+	234	19078	14108	14886	2063	2394	103
SAOUHSC_01336	NC_007795.1	1276193	1276432	+	240	4789	2943	4159	1601	2188	181
SAOUHSC_01337	NC_007795.1	1276664	1278541	+	1878	94397	69502	69542	61974	66181	22949
SAOUHSC_01338	NC_007795.1	1278774	1279061	+	288	6255	5142	4923	4226	5811	306
SAOUHSC_01339	NC_007795.1	1279048	1279146	+	99	14	12	9	3	7	1
SAOUHSC_01340	NC_007795.1	1279279	1279707	+	429	2430	2008	1906	1850	1785	81
SAOUHSC_01341	NC_007795.1	1279831	1280952	+	1122	2146	1463	1833	467	564	53
SAOUHSC_01343	NC_007795.1	1280956	1283986	+	3031	12438	6615	10894	2716	2979	513
SAOUHSC_1342a	NC_007795.1	1284057	1284419	-	363	9514	5792	7773	15602	20548	871
SAOUHSC_01346	NC_007795.1	1284623	1286269	+	1647	12641	10097	11880	8066	6672	1522
SAOUHSC_01347	NC_007795.1	1287161	1289866	+	2706	13513	11844	8396	18475	21459	4397
SAOUHSC_01348	NC_007795.1	1290046	1290513	+	468	4540	3221	3859	2827	3095	227
SAOUHSC_01349	NC_007795.1	1290720	1291016	-	297	1117	864	745	2219	2413	580
SAOUHSC_01350	NC_007795.1	1291392	1292000	-	609	2931	2067	1970	8549	6720	1550
SAOUHSC_01351	NC_007795.1	1292206	1294197	+	1992	13472	11390	11222	9675	11970	3587
SAOUHSC_01352	NC_007795.1	1294197	1296599	+	2403	24505	18977	22000	15090	16866	2647
SAOUHSC_01353	NC_007795.1	1296727	1296825	-	99	19	13	14	7	2	0
SAOUHSC_01354	NC_007795.1	1296849	1298309	+	1461	11984	10128	9775	14702	14167	6713
SAOUHSC_01356	NC_007795.1	1298809	1299660	+	852	1045	800	576	3749	4027	212
SAOUHSC_01357	NC_007795.1	1299635	1299802	+	168	138	84	94	564	785	13
SAOUHSC_01358	NC_007795.1	1299795	1301003	+	1209	7391	5383	3975	14804	18933	892
SAOUHSC_01359	NC_007795.1	1301484	1304006	+	2523	10079	8726	7398	30435	38551	1358
SAOUHSC_01360	NC_007795.1	1304209	1304718	-	510	4622	3404	3331	5668	8513	1045
SAOUHSC_01361	NC_007795.1	1304855	1305838	+	984	12312	9713	11791	5180	5197	1230
SAOUHSC_01362	NC_007795.1	1305926	1306111	-	186	1058	806	654	2815	3906	1108
SAOUHSC_01363	NC_007795.1	1306259	1307521	+	1263	37583	26621	27669	2862	1690	157
SAOUHSC_01364	NC_007795.1	1307658	1308749	-	1092	686	665	364	4450	5791	701
SAOUHSC_01365	NC_007795.1	1308914	1309945	+	1032	73068	45310	60597	4866	4912	507
SAOUHSC_01366	NC_007795.1	1310437	1311843	+	1407	378	332	165	362	613	67
SAOUHSC_01367	NC_007795.1	1311840	1312406	+	567	150	176	70	193	297	149
SAOUHSC_01368	NC_007795.1	1312412	1313410	+	999	230	270	142	458	700	166
SAOUHSC_01369	NC_007795.1	1313412	1314194	+	783	177	220	89	423	919	73
SAOUHSC_01370	NC_007795.1	1314194	1314826	+	633	127	149	76	321	746	105
SAOUHSC_01371	NC_007795.1	1314819	1316033	+	1215	375	337	217	779	1514	491
SAOUHSC_01372	NC_007795.1	1316026	1316754	+	729	940	659	597	980	1797	497
SAOUHSC_01373	NC_007795.1	1317076	1318338	+	1263	7162	5455	3657	13642	13861	1212
SAOUHSC_01374	NC_007795.1	1318357	1319616	+	1260	11716	9001	6128	18511	19896	3007
SAOUHSC_01375	NC_007795.1	1320299	1321066	+	768	1173	850	842	1516	1984	179
SAOUHSC_01376	NC_007795.1	1321114	1321587	-	474	2372	1762	1573	1956	2806	379
SAOUHSC_01377	NC_007795.1	1321711	1322412	-	702	1982	1408	1501	1248	1299	131
SAOUHSC_01378	NC_007795.1	1322405	1323178	-	774	1143	789	914	602	858	124
SAOUHSC_01379	NC_007795.1	1323165	1323995	-	831	968	624	635	539	608	102
SAOUHSC_01380	NC_007795.1	1323988	1324974	-	987	939	724	670	771	937	52
SAOUHSC_01381	NC_007795.1	1325145	1325330	-	186	41	17	6	24	6	3
SAOUHSC_01382	NC_007795.1	1325278	1325622	-	345	36	10	26	52	84	11
SAOUHSC_01383	NC_007795.1	1325827	1327641	+	1815	3988	2604	2013	2567	2830	471
SAOUHSC_01384	NC_007795.1	1327781	1328422	-	642	904	541	628	434	435	26
SAOUHSC_01385	NC_007795.1	1328429	1329280	-	852	473	337	309	248	305	41
SAOUHSC_01386	NC_007795.1	1329327	1330244	-	918	291	232	259	183	129	56
SAOUHSC_01387	NC_007795.1	1330246	1331172	-	927	152	112	136	60	66	14
SAOUHSC_01388	NC_007795.1	1331232	1331339	-	108	25	10	11	8	2	1
SAOUHSC_01389	NC_007795.1	1331363	1332346	-	984	194	111	158	53	51	18
SAOUHSC_01391	NC_007795.1	1333318	1334220	-	903	11289	8084	8793	6907	5972	1275
SAOUHSC_01392	NC_007795.1	1334367	1335968	+	1602	11721	9035	11828	8607	10856	1242
SAOUHSC_01394	NC_007795.1	1336828	1338033	+	1206	13028	9592	13049	112020	195350	30746
SAOUHSC_01395	NC_007795.1	1338097	1339086	+	990	12853	9119	13641	76735	175848	17964
SAOUHSC_01396	NC_007795.1	1339088	1339975	+	888	10692	7552	10788	48847	112767	10228
SAOUHSC_01397	NC_007795.1	1340002	1340694	+	693	10943	8059	11012	41000	88507	6516
SAOUHSC_01398	NC_007795.1	1340721	1341440	+	720	11435	7981	11198	37083	67267	16511
SAOUHSC_01399	NC_007795.1	1341583	1342734	+	1152	2075	1510	1655	22875	38662	3855
SAOUHSC_01400	NC_007795.1	1342739	1343824	+	1086	2862	1911	2344	20140	34102	2498
SAOUHSC_01401	NC_007795.1	1343814	1345079	+	1266	7907	5262	6617	25104	45950	3800
SAOUHSC_01402	NC_007795.1	1345319	1345720	-	402	20	19	17	43	46	18
SAOUHSC_01403	NC_007795.1	1345917	1346117	-	201	14666	12736	8525	40470	35380	9507
SAOUHSC_01405	NC_007795.1	1346288	1346596	-	309	1691	936	703	3261	3980	396
SAOUHSC_01406	NC_007795.1	1346759	1347028	+	270	1851	1460	847	2532	3743	362
SAOUHSC_01407	NC_007795.1	1347047	1347676	+	630	5572	4094	2836	7780	8129	578
SAOUHSC_01408	NC_007795.1	1347708	1348844	+	1137	12322	9406	6072	14389	16271	1241
SAOUHSC_01409	NC_007795.1	1348900	1349503	-	604	168	132	124	19	14	5
SAOUHSC_01411	NC_007795.1	1349856	1351199	-	1344	6767	4114	5304	2021	2060	173
SAOUHSC_01412	NC_007795.1	1351424	1353310	-	1887	4569	3743	2783	4870	5635	1283
SAOUHSC_01413	NC_007795.1	1353324	1354115	-	792	2016	1783	1255	2555	3632	295
SAOUHSC_01414	NC_007795.1	1354296	1354499	-	204	6010	3636	3949	3870	2105	233
SAOUHSC_01415	NC_007795.1	1354528	1355337	-	810	14539	10079	8666	9753	8221	2171
