Id;Name;Name.NCBI;entrez;product;ctrl4;ctrl5;ctrl6;IP1;IP2;IP3;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
gene1837;SAOUHSC_01923;ABD30986.1;3921065;conserved hypothetical protein;262;259;24;117;71;107;112.5378093;-0.826371154;0.364422111;-2.267620788;0.02335233;0.044185321
gene1838;SAOUHSC_01924;ABD30987.1;3921066;conserved hypothetical protein;21;35;2;47;17;19;18.13776091;0.519480985;0.585937089;0.886581502;0.375304256;0.469087458
gene1839;SAOUHSC_01925;ABD30988.1;3921009;conserved hypothetical protein;31;29;33;26;24;28;39.77091414;-1.287175206;0.782117424;-1.645756974;0.099813804;0.154901059
gene184;SAOUHSC_00194;ABD29372.1;NA;hypothetical protein;118;173;34;401;575;332;238.7172302;1.84105623;0.37786701;4.872233306;1.10E-06;5.61E-06
gene1840;SAOUHSC_01926;ABD30989.1;3921010;conserved hypothetical protein;340;786;167;408;335;308;373.7133578;-0.619413805;0.410104849;-1.510379129;0.130946711;0.194606302
gene1841;SAOUHSC_01927;ABD30990.1;NA;transposase IS3 family truncation-related protein putative;175;204;14;167;124;144;110.0371739;0.24425205;0.357635703;0.682963272;0.494630051;0.586101264
gene1842;SAOUHSC_01928;ABD30991.1;3921012;transposase family protein putative;152;284;7;208;170;121;118.2296532;0.428130445;0.532568619;0.803897244;0.421456322;0.513175121
gene1843;SAOUHSC_01929;ABD30992.1;3921013;conserved hypothetical protein;289;240;4;579;415;428;256.4838595;1.701588884;0.64037078;2.657193203;0.007879427;0.016776742
gene1844;SAOUHSC_01930;ABD30993.1;3921014;conserved hypothetical protein;452;709;55;408;242;510;321.6152834;0.05288412;0.408230203;0.129544849;0.896926539;0.927434245
gene1845;SAOUHSC_01931;ABD30994.1;3921015;conserved hypothetical protein;1110;1325;222;797;463;704;678.8931435;-0.563463113;0.277487649;-2.030588084;0.042296798;0.0736158
gene1846;SAOUHSC_01932;ABD30995.1;3921016;type I restriction-modification enzyme S subunit EcoA family putative;1267;1613;419;857;522;547;848.8941963;-1.135843139;0.347217053;-3.271276944;0.00107063;0.002841168
gene1847;SAOUHSC_01933;ABD30996.1;3921017;type I restriction-modification system M subunit;696;835;314;404;270;222;495.5667779;-1.593638018;0.452437277;-3.522340224;0.000427755;0.001234533
gene1848;SAOUHSC_01934;ABD30997.1;3921018;conserved hypothetical protein;6;6;3;23;6;13;8.929059321;1.11536162;0.826621805;1.349300991;0.177240307;0.251461375
gene1849;SAOUHSC_01935;ABD30998.1;3921019;serine protease SplF putative;182;220;59;938;380;386;309.1113949;1.504873436;0.41710611;3.607891132;0.000308696;0.000916044
gene185;SAOUHSC_00195;ABD29373.1;3920351;acetyl-CoA acetyltransferase putative;842;1835;496;3123;5635;2100;2150.013265;1.346629906;0.547529146;2.459467075;0.013914346;0.027767798
gene1850;SAOUHSC_01936;ABD30999.1;3921020;serine protease SplE;270;343;79;889;490;412;359.5417623;1.071447908;0.346215232;3.094745145;0.001969821;0.004895031
gene1851;SAOUHSC_01937;ABD31000.1;3921021;hypothetical protein;3;6;2;9;0;6;4.267285177;0.050628733;1.232472855;0.041078984;0.967232929;0.975073431
gene1852;SAOUHSC_01938;ABD31001.1;3921022;serine protease SplD;154;252;85;591;291;238;249.4137032;0.627758145;0.499130237;1.257704098;0.20849879;0.289276211
gene1853;SAOUHSC_01939;ABD31002.1;3921023;serine protease SplC;406;682;146;1277;783;617;574.4332843;0.802535113;0.362123828;2.216189741;0.02667851;0.049587231
gene1854;SAOUHSC_01941;ABD31003.1;3921024;serine protease SplB;446;975;175;1187;687;613;601.0020772;0.373301391;0.37604148;0.992713331;0.320849677;0.415449463
gene1855;SAOUHSC_01942;ABD31004.1;3921025;serine protease SplA;455;788;174;1259;685;564;583.9445221;0.476024647;0.388000915;1.226864755;0.219873427;0.301994828
gene1856;SAOUHSC_01943;ABD31005.1;NA;conserved hypothetical protein;66;91;8;63;51;56;45.58128547;0.063464111;0.362116456;0.175258842;0.86087625;0.896595897
gene1857;SAOUHSC_01944;ABD31006.1;3921027;conserved hypothetical protein;993;744;101;991;548;575;543.0963458;0.172562089;0.327253771;0.527303592;0.59798278;0.679493053
gene1858;SAOUHSC_01945;ABD31007.1;3921028;membrane protein putative;1327;2314;216;679;563;535;768.4572263;-1.073557897;0.264575042;-4.057668818;4.96E-05;0.000173193
gene1859;SAOUHSC_01947;ABD31008.1;3920892;membrane protein putative;1403;1360;598;594;560;380;910.7547367;-1.703892222;0.470574066;-3.620879996;0.000293603;0.000876005
gene186;SAOUHSC_00196;ABD29374.1;3920352;conserved hypothetical protein;1729;5410;575;4067;8447;2700;3273.061075;0.974846456;0.531401848;1.83448074;0.066582664;0.109149293
gene1860;SAOUHSC_01948;ABD31009.1;3920893;ABC transporter domain protein;2683;3178;455;1193;1327;809;1388.17637;-0.984763582;0.267801484;-3.677214799;0.000235794;0.000720015
gene1861;SAOUHSC_01949;ABD31010.1;3920894;intracellular serine protease putative;1358;1741;203;1224;976;691;858.9780298;-0.21484504;0.241993609;-0.887812868;0.37464142;0.468473001
gene1862;SAOUHSC_01950;ABD31011.1;3920895;flavoprotein epiD putative;45;47;6;72;47;51;37.25934183;0.737344104;0.374710424;1.967770459;0.049094455;0.083585829
gene1863;SAOUHSC_01951;ABD31012.1;3920896;epidermin biosynthesis protein EpiC authentic point mutation;208;265;25;380;191;232;175.836927;0.693018717;0.316919877;2.186731625;0.028762122;0.052743408
gene1864;SAOUHSC_01952;ABD31013.1;3920897;lantibiotic epidermin biosynthesis protein EpiB putative;509;686;39;753;443;523;387.5512873;0.628696268;0.384897216;1.633413395;0.102382082;0.158347866
gene1865;SAOUHSC_01953;ABD31014.1;3920898;Gallidermin superfamily epiA putative;188;170;6;415;265;189;160.0102352;1.427338904;0.52048652;2.742316754;0.006100748;0.01334331
gene1866;SAOUHSC_01954;ABD31015.1;3920899;leukotoxin LukD;304;335;39;636;442;407;298.2906605;1.10531218;0.245853701;4.495812663;6.93E-06;2.95E-05
gene1867;SAOUHSC_01955;ABD31016.1;3920900;leukotoxin LukE putative;187;182;15;449;306;300;194.8093417;1.505393825;0.329745777;4.565316464;4.99E-06;2.19E-05
gene1868;SAOUHSC_01956;ABD31017.1;3920901;conserved hypothetical protein;359;300;25;683;543;594;342.1462229;1.512597919;0.365775881;4.135313446;3.54E-05;0.000127609
gene1869;SAOUHSC_01957;ABD31018.1;3920902;conserved hypothetical protein;2804;4766;471;1931;1394;1537;1774.610325;-0.699451953;0.251852584;-2.777227619;0.005482477;0.012175371
gene187;SAOUHSC_00197;ABD29375.1;3920353;conserved hypothetical protein;1823;5280;868;1924;5238;1227;2505.843995;-0.109745461;0.612649884;-0.179132427;0.85783372;0.894107832
gene1870;SAOUHSC_T00050;NA;NA;NA;232;172;179;160;129;82;215.5233704;-1.673254469;0.684919357;-2.442994861;0.014565945;0.028941485
gene1871;SAOUHSC_T00019;NA;NA;NA;436;112;558;683;498;401;656.9715302;-1.008770971;0.921504665;-1.094699799;0.273648177;0.363447287
gene1872;SAOUHSC_T0009;NA;NA;NA;43;2;34;67;38;35;47.25819409;-0.514158616;1.057714838;-0.486103246;0.626893966;0.704825273
gene1873;SAOUHSC_T00022;NA;NA;NA;290;84;149;418;364;322;296.8878814;0.129635249;0.718224589;0.180494028;0.856764743;0.893674547
gene1874;SAOUHSC_T00026;NA;NA;NA;303;254;203;373;309;296;333.4843645;-0.510423573;0.612713026;-0.833054874;0.404813782;0.496668389
gene1875;SAOUHSC_T00042;NA;NA;NA;832;700;415;876;704;703;763.196567;-0.471045685;0.528347672;-0.891544924;0.372636902;0.466819855
gene1876;SAOUHSC_T00012;NA;NA;NA;96;51;91;60;48;24;95.63579564;-2.077663267;0.812903326;-2.555855292;0.010592716;0.021725391
gene1877;SAOUHSC_T00038;NA;NA;NA;463;227;473;228;175;163;474.4156936;-2.326240224;0.795062861;-2.925856983;0.003435088;0.008005452
gene1878;SAOUHSC_01958;ABD31019.1;3920903;conserved hypothetical protein;1505;2122;491;799;724;563;999.8210082;-1.280590286;0.328574132;-3.897416625;9.72E-05;0.000318952
gene1879;SAOUHSC_01959;ABD31020.1;NA;conserved hypothetical protein;941;1351;437;1313;895;1055;987.6625034;-0.225921089;0.428267209;-0.527523669;0.597829984;0.679493053
gene188;SAOUHSC_00198;ABD29376.1;3920354;conserved hypothetical protein;7373;14204;1263;3403;8142;1946;4988.27227;-0.668040721;0.544022588;-1.227965043;0.219460091;0.301578508
gene1880;SAOUHSC_01960;ABD31021.1;3920905;protoporphyrinogen oxidase;5075;6370;1208;5597;5147;4286;4115.366365;0.063860768;0.246368556;0.259208275;0.795474547;0.841290437
gene1881;SAOUHSC_01961;ABD31022.1;3920906;ferrochelatase;2977;3812;990;2744;2668;1981;2412.014823;-0.413392887;0.348977441;-1.184583411;0.236182199;0.321329934
gene1882;SAOUHSC_01962;ABD31023.1;3920907;uroporphyrinogen decarboxylase;3321;4814;587;2826;2678;2113;2306.067709;-0.221495485;0.218231407;-1.014956959;0.310126345;0.403473932
gene1883;SAOUHSC_01963;ABD31024.1;3920908;conserved hypothetical protein;3;2;3;1;0;3;3.162144106;-1.811905464;1.5143486;-1.196491656;0.231504753;0.315593923
gene1884;SAOUHSC_01964;ABD31025.1;3920909;conserved hypothetical protein;13803;19017;696;3261;2970;1727;4981.365928;-1.822621265;0.50476696;-3.610817284;0.000305234;0.000909716
gene1885;SAOUHSC_01966;ABD31026.1;3920910;conserved hypothetical protein;5153;6348;789;2686;1756;1751;2589.682083;-1.027044671;0.201189565;-5.104860541;3.31E-07;1.86E-06
gene1886;SAOUHSC_01967;ABD31027.1;3920444;ABC transporter ATP-binding protein putative;3993;4028;460;1635;1267;912;1683.419955;-1.145690401;0.273167246;-4.194098735;2.74E-05;0.000101428
gene1887;SAOUHSC_01968;ABD31028.1;3920445;conserved hypothetical protein;4521;5454;196;2679;2232;1964;2134.107454;-0.300243251;0.500909448;-0.599396263;0.548908668;0.634224692
gene1888;SAOUHSC_01969;ABD31029.1;3920446;conserved hypothetical protein;34243;34026;15882;10024;8663;6124;21408.75082;-2.387257232;0.484532068;-4.926933406;8.35E-07;4.34E-06
gene1889;SAOUHSC_01971;ABD31030.1;3920447;conserved hypothetical protein;539;469;40;161;125;112;189.5860431;-1.306273523;0.366118504;-3.56789812;0.000359856;0.00105414
gene189;SAOUHSC_00199;ABD29377.1;3920355;conserved hypothetical protein;23753;38317;4523;4256;9300;2319;11723.4534;-2.06679319;0.510945399;-4.045037285;5.23E-05;0.000181543
gene1890;SAOUHSC_01972;ABD31031.1;3920448;protein export protein PrsA putative;10420;15290;1928;53879;39509;49965;24071.86624;2.340101725;0.232059658;10.08405228;6.50E-24;2.54E-22
gene1891;SAOUHSC_01973;ABD31032.1;3920449;conserved hypothetical protein;10928;12747;2094;8670;6107;6194;6805.192215;-0.42445543;0.192312666;-2.207111148;0.027306295;0.050445661
gene1892;SAOUHSC_01974;ABD31033.1;3920450;conserved hypothetical protein;23440;27630;3622;14410;11005;10929;12861.43158;-0.626362615;0.178299731;-3.512975663;0.000443118;0.001277525
gene1893;SAOUHSC_01975;ABD31034.1;3920451;conserved hypothetical protein;10811;12704;1089;3273;2741;2371;4369.27007;-1.45719888;0.291079123;-5.006195102;5.55E-07;3.01E-06
gene1894;SAOUHSC_01976;ABD31035.1;3920452;conserved hypothetical protein;23;26;2;76;61;50;32.40552651;1.855125594;0.429649198;4.317768082;1.58E-05;6.22E-05
gene1895;SAOUHSC_01977;ABD31036.1;3920453;conserved hypothetical protein;10638;11897;844;8053;6269;4924;5595.90368;-0.147292679;0.354634628;-0.415336426;0.677895639;0.747269326
gene1896;SAOUHSC_01978;ABD31037.1;3920454;conserved hypothetical protein;3365;3634;287;3649;2461;2614;2138.356441;0.370558414;0.328462165;1.12816164;0.259251661;0.348043447
gene1897;SAOUHSC_01979;ABD31038.1;3920455;conserved hypothetical protein;1126;1187;85;1568;1186;1040;826.2416893;0.788383751;0.353471763;2.230400933;0.025720838;0.04803564
gene1898;SAOUHSC_01980;ABD31039.1;3920456;DNA-binding response regulator putative;1996;2484;117;960;740;644;871.980397;-0.759958319;0.435712164;-1.744175128;0.081128557;0.129578361
gene1899;SAOUHSC_01981;ABD31040.1;3920457;sensor histidine kinase putative;3539;3690;303;2054;1630;1292;1655.476819;-0.495867776;0.329031016;-1.507054813;0.131796608;0.195550715
gene19;SAOUHSC_00020;ABD29209.1;3919191;two-component response regulator putative;3903;5968;919;3848;3535;2678;3045.035227;-0.227497771;0.243648361;-0.93371353;0.350451684;0.444729038
gene190;SAOUHSC_00200;ABD29378.1;3920356;membrane protein putative;899;1262;170;1101;614;732;675.5145708;-0.014158864;0.242579501;-0.058367934;0.953455556;0.965095968
gene1900;SAOUHSC_01982;ABD31041.1;3920458;ribosomal large subunit pseudouridine synthase RluD subfamily putative;5321;5233;931;2805;2501;1695;2716.69049;-0.848031002;0.251933265;-3.366093799;0.000762408;0.002094325
gene1901;SAOUHSC_01983;ABD31042.1;3920459;fumarate hydratase class II;9917;10274;2958;3990;3381;2234;5458.275318;-1.640343507;0.360444489;-4.550890797;5.34E-06;2.32E-05
gene1902;SAOUHSC_01984;ABD31043.1;3920460;conserved hypothetical protein;759;651;46;403;312;335;328.0466005;-0.323446045;0.403592186;-0.801418008;0.422889694;0.514233867
gene1903;SAOUHSC_01985;ABD31044.1;3920461;conserved hypothetical protein;661;778;270;485;392;330;501.1218082;-0.981904966;0.417393914;-2.35246594;0.018649398;0.036034429
gene1904;SAOUHSC_01986;ABD31045.1;3920462;conserved hypothetical protein;10068;8434;1044;6195;4542;3778;4679.997128;-0.423464595;0.287391201;-1.473477941;0.140622208;0.206406846
gene1905;SAOUHSC_01987;ABD31046.1;3920463;conserved hypothetical protein;29401;28315;3781;16780;14693;10510;14492.04115;-0.575611265;0.249286361;-2.309036331;0.020941565;0.040095257
gene1906;SAOUHSC_01988;ABD31047.1;3921871;conserved hypothetical protein;1154;1547;310;973;830;743;846.4358069;-0.458265854;0.269536164;-1.700201732;0.089092987;0.140656902
gene1907;SAOUHSC_01989;ABD31048.1;3921872;conserved hypothetical protein;2954;3838;737;2157;1859;1692;2004.957532;-0.59447309;0.249988331;-2.378003354;0.017406668;0.03382432
gene1908;SAOUHSC_01990;ABD31049.1;3921873;amino acid ABC transporter ATP-binding protein putative;655;1458;360;1877;1229;1593;1113.148076;0.52185354;0.443092925;1.177751913;0.238895524;0.324698537
gene1909;SAOUHSC_01991;ABD31050.1;3921874;ABC transporter permease protein putative;595;1896;156;2115;1485;1839;1114.555628;1.096387577;0.398567677;2.7508191;0.005944646;0.013055791
gene191;SAOUHSC_00201;ABD29379.1;3920357;conserved hypothetical protein;1443;1704;151;2659;1356;1954;1253.761624;0.92072468;0.324635466;2.836180197;0.004565668;0.010323692
gene1910;SAOUHSC_01992;ABD31051.1;3921875;Phosphotransferase system EIIC domain protein;3751;3887;661;2684;2592;2427;2338.749994;-0.206554297;0.226643156;-0.91136349;0.362103884;0.45668303
gene1911;SAOUHSC_01993;ABD31052.1;NA;transposase putative;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
gene1912;SAOUHSC_T00031;NA;NA;NA;4520;3331;6912;3184;1946;1759;6464.519473;-2.553727911;0.830984008;-3.073137252;0.00211821;0.005239985
gene1915;SAOUHSC_T00023;NA;NA;NA;1787;1465;1228;4267;2695;3753;2673.345057;0.344983121;0.625118516;0.551868345;0.581038558;0.663212972
gene1916;SAOUHSC_T00015;NA;NA;NA;305;164;133;631;505;403;354.1201491;0.615525604;0.575217829;1.070073933;0.284586032;0.374880781
gene1917;SAOUHSC_T00016;NA;NA;NA;77;11;24;139;120;97;75.79994006;0.980611341;0.7529469;1.302364538;0.192791799;0.270224571
gene1918;SAOUHSC_T00027;NA;NA;NA;552;269;305;1274;1192;996;781.1347398;0.719605418;0.647551611;1.111271142;0.266451657;0.355442093
gene1919;SAOUHSC_T00056;NA;NA;NA;572;416;547;1500;1491;932;1022.343742;0.201594378;0.727897934;0.276954184;0.781815286;0.829731041
gene192;SAOUHSC_00202;ABD29380.1;3920358;conserved hypothetical protein;493;668;105;381;219;245;307.8264409;-0.716382227;0.253582761;-2.825043096;0.004727426;0.010644948
gene1920;SAOUHSC_T00057;NA;NA;NA;1375;2616;922;1878;1545;1589;1734.466922;-0.553828909;0.499211762;-1.10940677;0.267254743;0.356166087
gene1921;SAOUHSC_T00054;NA;NA;NA;50;9;10;118;98;78;54.22872801;1.690701197;0.666104226;2.538193171;0.011142646;0.022819072
gene1922;SAOUHSC_T00043;NA;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
gene1923;SAOUHSC_A01909;ABD32059.1;NA;hypothetical protein;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
gene1924;SAOUHSC_T00013;NA;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
gene1925;SAOUHSC_T00039;NA;NA;NA;520;118;552;1621;974;832;911.9070279;0.070021737;0.900083615;0.077794702;0.937991361;0.954386152
gene1926;SAOUHSC_T00051;NA;NA;NA;1134;339;542;3867;3350;2608;1896.64981;1.36610483;0.692824642;1.971790186;0.048633563;0.082939033
gene1927;SAOUHSC_A01910;ABD32060.1;NA;hypothetical protein;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
gene1928;SAOUHSC_T00014;NA;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
gene1929;SAOUHSC_T00052;NA;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
gene193;SAOUHSC_00203;ABD29381.1;3920359;conserved hypothetical protein;525;789;108;211;105;129;269.8284859;-1.779075714;0.28605909;-6.219259503;5.00E-10;4.22E-09
gene1930;SAOUHSC_T00040;NA;NA;NA;0;0;0;0;1;1;0.308655327;1.498357443;3.902802628;0.383918324;0.701038985;0.765380152
gene1931;SAOUHSC_T00041;NA;NA;NA;2031;1347;1270;5312;3659;3991;3022.910264;0.557009605;0.626233457;0.889459991;0.373755916;0.467793315
gene1932;SAOUHSC_T0002;NA;NA;NA;242;159;165;667;561;421;383.420908;0.579062448;0.655124249;0.883897136;0.376751743;0.47068163
gene1933;SAOUHSC_T00045;NA;NA;NA;433;601;337;746;478;491;571.8474889;-0.496727875;0.580063026;-0.856334317;0.391812884;0.483972935
gene1934;SAOUHSC_T0007;NA;NA;NA;1581;719;1038;3543;2970;2085;2143.184196;0.316870348;0.700893855;0.45209463;0.651200812;0.723380196
gene1935;SAOUHSC_T00032;NA;NA;NA;164;95;56;387;305;211;190.2146931;0.958172344;0.511550853;1.873073494;0.061058237;0.101307057
gene1936;SAOUHSC_T00024;NA;NA;NA;6;5;1;16;21;19;9.872378978;2.163965263;0.728958744;2.968570282;0.002991887;0.007085472
gene1937;SAOUHSC_T00033;NA;NA;NA;1826;64;1203;3100;2429;1338;1970.407354;-0.141351601;1.407600003;-0.10042029;0.920010662;0.94244811
gene1938;SAOUHSC_T00036;NA;NA;NA;53;10;14;101;136;66;59.2225295;1.451456798;0.718633541;2.019745413;0.043409802;0.075313391
gene1939;SAOUHSC_T00055;NA;NA;NA;15;8;20;50;25;28;30.04573907;-0.05823296;0.913632648;-0.063737827;0.949178984;0.961834704
gene194;SAOUHSC_00204;ABD29382.1;3920360;Globin domain protein;6131;11246;1030;2254;1441;1228;3150.909178;-1.882202689;0.289165667;-6.509080785;7.56E-11;7.31E-10
gene1940;SAOUHSC_T00060;NA;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
gene1941;SAOUHSC_R00013;NA;NA;NA;0;0;0;0;1;0;0.150333308;0.48237915;4.080472857;0.118216483;0.90589613;0.931428715
gene1942;SAOUHSC_R0008;NA;NA;NA;2;2;6;4;9;1;6.461881755;-0.89739895;1.337646084;-0.670879211;0.502297481;0.592620055
gene1943;SAOUHSC_T0003;NA;NA;NA;216;186;133;1168;692;631;472.3522615;1.379017151;0.587197485;2.348472507;0.018850591;0.036371803
gene1944;SAOUHSC_A01912;ABD32061.1;NA;conserved hypothetical protein;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
gene1945;SAOUHSC_T00028;NA;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
gene1946;SAOUHSC_R0003;NA;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
gene1947;SAOUHSC_01997;ABD31053.1;3921877;ferric uptake regulator-like protein putative;26294;36234;1876;30732;23280;23083;18490.71389;0.463836998;0.402277461;1.153027556;0.248899074;0.336389104
gene1948;SAOUHSC_01998;ABD31054.1;3921878;conserved hypothetical protein;4314;6785;423;3181;2211;2810;2578.918782;-0.323979896;0.360570093;-0.898521266;0.368907713;0.462996102
gene1949;SAOUHSC_01999;ABD31055.1;3921879;conserved hypothetical protein;2191;4065;183;1406;997;1140;1258.191025;-0.6360216;0.426599816;-1.490909224;0.135985329;0.200461132
gene195;SAOUHSC_00205;ABD29383.1;3920361;hypothetical protein;28;44;3;56;35;45;28.35086511;0.880185132;0.447700003;1.966015469;0.049296824;0.083826047
gene1950;SAOUHSC_02000;ABD31056.1;3921880;glutamate-1-semialdehyde-21-aminomutase putative;3633;4093;1528;7289;5266;7321;4642.894231;0.601058958;0.445270331;1.349874257;0.17705632;0.251388735
gene1951;SAOUHSC_02001;ABD31057.1;3921881;conserved hypothetical protein;6718;9655;952;11435;8030;11432;6687.100691;0.889503257;0.283242943;3.140425132;0.001687028;0.004277766
